開講年度	開講学期	曜日	時限	教員	科目名	授業番号	単位数	シラバスURL	科目区分	学部コード
2023	前期	火	3限	滝波章弘	地誌学概説	K0030	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0030.html	都市環境学部専門教育科目	A5
2023	前期	月	4限	砂金 伸治	構造・応用力学演習	K0031	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A5_K0031.html	都市環境学部専門教育科目	A5
2023	後期	月	5限	荒井 康裕	土木計画学演習	K0033	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A5_K0033.html	都市環境学部専門教育科目	A5
2023	後期	火	2限	首藤 登志夫	化学システム工学	K0034	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0034.html	都市環境学部専門教育科目	A5
2023	後期	金	5限	鈴木毅彦	第四紀学	K0035	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A5_K0035.html	都市環境学部専門教育科目	A5
2023	前期	火	1限	吉田 圭一郎	地理環境科学基礎演習I	K0037	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0037.html	都市環境学部専門教育科目	A5
2023	後期	水	3限	伊藤 喜彦	日本建築史	K0038	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0038.html	都市環境学部専門教育科目	A5
2023	後期	火	4限	多幾山 法子	木質構造	K0039	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0039.html	都市環境学部専門教育科目	A5
2023	後期	金,金	3限,4限	白井 正明	地理環境科学実習I	K0040	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A5_K0040.html	都市環境学部専門教育科目	A5
2023	後期	火	2限	壁谷澤 寿一	建築振動学	K0042	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0042.html	都市環境学部専門教育科目	A5
2023	前期	火	2限	吉田 圭一郎	地理環境科学基礎演習II	K0043	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0043.html	都市環境学部専門教育科目	A5
2023	前期	火	2限	角田誠	建築構法	K0044	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0044.html	都市環境学部専門教育科目	A5
2023	後期	水	1限	山登正文	高分子マテリアル化学	K0050	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0050.html	都市環境学部専門教育科目	A5
2023	後期	水	1限	若林 芳樹	地誌学	K0051	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0051.html	都市環境学部専門教育科目	A5
2023	前期	火	3限	吉嶺 充俊	地盤工学	K0053	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0053.html	都市環境学部専門教育科目	A5
2023	後期	火,火	3限,4限	若林 芳樹	地理環境科学実習III	K0055	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0055.html	都市環境学部専門教育科目	A5
2023	前期	火	1限	國枝 陽一郎	建築材料学I	K0056	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0056.html	都市環境学部専門教育科目	A5
2023	前期	火	2限	高木次郎	建築鉄骨構造	K0059	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0059.html	都市環境学部専門教育科目	A5
2023	後期	月	3限	今村 能之	河川工学	K006	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_06_K006.html	都市環境学部専門教育科目	06
2023	前期	火	4限	松山 洋	地理情報科学	K0060	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0060.html	都市環境学部専門教育科目	A5
2023	前期	月	4限	北山 和宏	建築構造力学I	K0061	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A5_K0061.html	都市環境学部専門教育科目	A5
2023	前期	火	4限	新谷 哲也	海岸海洋工学	K0063	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0063.html	都市環境学部専門教育科目	A5
2023	前期	火,火	3限,4限	國枝 陽一郎	建築材料実験	K0064	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0064.html	都市環境学部専門教育科目	A5
2023	前期	火,火	4限,5限	今村 能之	都市基盤環境情報処理実習I	K0065	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0065.html	都市環境学部専門教育科目	A5
2023	後期	金	2限	竹宮 健司	建築計画I	K0066	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A5_K0066.html	都市環境学部専門教育科目	A5
2023	後期	火	4限	高木慎介	物質量子化学	K0068	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0068.html	都市環境学部専門教育科目	A5
2023	後期	火	4限	小田 義也	地震工学	K0069	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0069.html	都市環境学部専門教育科目	A5
2023	後期	火,火	3限,4限	北山 和宏	構造設計演習	K0070	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0070.html	都市環境学部専門教育科目	A5
2023	前期	水	5限	滝波章弘	歴史文化地理学	K0072	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0072.html	都市環境学部専門教育科目	A5
2023	前期	水	4限	石倉 智樹	社会基盤計画	K0073	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0073.html		A5
2023	後期	火	5限	新谷 哲也	水理学	K0074	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0074.html	都市環境学部専門教育科目	A5
2023	後期	水	4限	高木次郎	建築構造力学II	K0075	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0075.html	都市環境学部専門教育科目	A5
2023	後期	火	5限	新井 充	安全化学	K0076	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0076.html	都市環境学部専門教育科目	A5
2023	前期	金	2限	白井 正明	地質学	K0078	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A5_K0078.html	都市環境学部専門教育科目	A5
2023	後期	火	5限	川東 正幸	地理環境科学序説	K0079	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0079.html	都市環境学部専門教育科目	A5
2023	前期	水	3限	吉田 圭一郎	地理学概説I	K008	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_06_K008.html	都市環境学部専門教育科目	06
2023	前期	水	1限	角田誠	建築生産	K0080	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0080.html	都市環境学部専門教育科目	A5
2023	後期	水,水	1限,2限	小根山 裕之	社会基盤計画デザイン実習	K0081	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0081.html	都市環境学部専門教育科目	A5
2023	後期	金	2限	鳥海 基樹	都市設計	K0082	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A5_K0082.html	都市環境学部専門教育科目	A5
2023	前期	火	4限	伊藤 喜彦	西洋建築史	K0084	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0084.html	都市環境学部専門教育科目	A5
2023	前期	火	3限	壁谷澤 寿一	建築構造力学III	K0086	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A5_K0086.html	都市環境学部専門教育科目	A5
2023	後期	水	2限	吉嶺 充俊	土質力学	K0087	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A5_K0087.html	都市環境学部専門教育科目	A5
2023	前期	金	4限	北山 和宏	鉄筋コンクリート構造	K0089	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A5_K0089.html	都市環境学部専門教育科目	A5
